"id"|"Brand"|"Tahun Rilis"|"Nama Produk"|"Jaringan"|"Material"|"SIM Slots"|"Technology"|"Ukuran Layar"|"Screen Resolution"|"OS Version & Version Detail"|"Prosesor"|"GPU"|"RAM (GB)"|"Memori Internal (GB)"|"NFC"|"USB"|"Kapasitas Baterai"|"Daya Fast Charging"|"Waterproof"|"Sensor"|"3.5mm Jack"|"Resolusi Kamera Belakang"|"Resolusi Kamera Utama Lainnya"|"Dual Kamera Belakang"|"Jumlah Kamera Belakang"|"Resolusi Kamera Depan"|"Dual Kamera Depan"|"Flash"|"Dual Flash"|"Video"|"Harga"
"4"|"Vivo"|"Android 2024"|"X200"|"3G, 4G, 5G"|"Glass front, aluminum alloy frame, glass back"|"2"|"AMOLED"|"6.67"|"2800 x 1260"|"Android 15, OriginOS 5"|"MediaTek, Dimensity 9400, Octa"|"Immortalis-G925"|"12 GB"|"512 GB"|"True"|"Type-C, USB OTG"|"5800"|"90 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"50, 50"|"True"|"3"|"32"|"No"|"True"|"No"|"4K, 1080p, gyro-EIS"|"Rp 14.999.000"
"5"|"Vivo"|"Android 2024"|"X200 Pro Mini"|"3G, 4G, 5G"|"Glass front, aluminum alloy frame"|"2"|"LTPO AMOLED"|"6.3"|"2640 x 1216"|"Android 15, OriginOS 5"|"MediaTek, Dimensity 9400, Octa"|"Immortalis-G925"|"12 GB"|"256 GB"|"True"|"Type-C, USB OTG"|"5700"|"90 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"50, 50"|"True"|"3"|"32"|"No"|"True"|"No"|"4K@30/60fps, 1080p@30/60/120fps, gyro-EIS, HDR"|"Rp 15.299.000"
"6"|"Vivo"|"Android 2024"|"X200"|"3G, 4G, 5G"|"Glass front, aluminum alloy frame, glass back"|"2"|"AMOLED"|"6.67"|"2800 x 1260"|"Android 15, OriginOS 5"|"MediaTek, Dimensity 9400, Octa"|"Immortalis-G925"|"16 GB"|"1024 GB"|"True"|"Type-C, USB OTG"|"5800"|"90 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"50, 50"|"True"|"3"|"32"|"No"|"True"|"No"|"4K, 1080p, gyro-EIS"|"Rp 16.999.000"
"7"|"Vivo"|"Android 2024"|"X200"|"3G, 4G, 5G"|"Glass front, aluminum alloy frame, glass back"|"2"|"AMOLED"|"6.67"|"2800 x 1260"|"Android 15, OriginOS 5"|"MediaTek, Dimensity 9400, Octa"|"Immortalis-G925"|"12 GB"|"256 GB"|"True"|"Type-C, USB OTG"|"5800"|"90 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"50, 50"|"True"|"3"|"32"|"No"|"True"|"No"|"4K, 1080p, gyro-EIS"|"Rp 13.999.000"
"8"|"Vivo"|"Android 2024"|"X200"|"3G, 4G, 5G"|"Glass front, aluminum alloy frame, glass back"|"2"|"AMOLED"|"6.67"|"2800 x 1260"|"Android 15, OriginOS 5"|"MediaTek, Dimensity 9400, Octa"|"Immortalis-G925"|"16 GB"|"512 GB"|"True"|"Type-C, USB OTG"|"5800"|"90 W"|"No"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"50, 50"|"True"|"3"|"32"|"No"|"True"|"No"|"4K, 1080p, gyro-EIS"|"Rp 15.999.000"
"9"|"Vivo"|"Android 2024"|"X200 Pro"|"3G, 4G, 5G"|"Glass front, aluminum frame, glass back"|"2"|"LTPO AMOLED"|"6.68"|"2800 x 1260"|"Android 15, OriginOS 5"|"MediaTek, Dimensity 9400, Octa"|"Immortalis-G925"|"16 GB"|"1024 GB"|"True"|"Type-C, USB OTG"|"6000"|"90 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"200, 50"|"True"|"3"|"32"|"No"|"True"|"No"|"8K@30fps, 4K@30/60/120fps, 1080p, gyro-EIS, 10-bit HDR"|"Rp 20.199.000"
"10"|"Vivo"|"Android 2024"|"X200 Pro"|"3G, 4G, 5G"|"Glass front, aluminum frame, glass back"|"2"|"LTPO AMOLED"|"6.68"|"2800 x 1260"|"Android 15, OriginOS 5"|"MediaTek, Dimensity 9400, Octa"|"Immortalis-G925"|"12 GB"|"256 GB"|"True"|"Type-C, USB OTG"|"6000"|"90 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"200, 50"|"True"|"3"|"32"|"No"|"True"|"No"|"8K@30fps, 4K@30/60/120fps, 1080p, gyro-EIS, 10-bit HDR"|"Rp 17.199.000"
"11"|"Vivo"|"Android 2024"|"X200 Pro Mini"|"3G, 4G, 5G"|"Glass front, aluminum alloy frame"|"2"|"LTPO AMOLED"|"6.3"|"2640 x 1216"|"Android 15, OriginOS 5"|"MediaTek, Dimensity 9400, Octa"|"Immortalis-G925"|"16 GB"|"1024 GB"|"True"|"Type-C, USB OTG"|"5700"|"90 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"50, 50"|"True"|"3"|"32"|"No"|"True"|"No"|"4K@30/60fps, 1080p@30/60/120fps, gyro-EIS, HDR"|"Rp 18.299.000"
"12"|"Vivo"|"Android 2024"|"X200 Pro Mini"|"3G, 4G, 5G"|"Glass front, aluminum alloy frame"|"2"|"LTPO AMOLED"|"6.3"|"2640 x 1216"|"Android 15, OriginOS 5"|"MediaTek, Dimensity 9400, Octa"|"Immortalis-G925"|"16 GB"|"512 GB"|"True"|"Type-C, USB OTG"|"5700"|"90 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"50, 50"|"True"|"3"|"32"|"No"|"True"|"No"|"4K@30/60fps, 1080p@30/60/120fps, gyro-EIS, HDR"|"Rp 16.899.000"
"13"|"Vivo"|"Android 2024"|"X200 Pro"|"3G, 4G, 5G"|"Glass front, aluminum frame, glass back"|"2"|"LTPO AMOLED"|"6.68"|"2800 x 1260"|"Android 15, OriginOS 5"|"MediaTek, Dimensity 9400, Octa"|"Immortalis-G925"|"16 GB"|"512 GB"|"True"|"Type-C, USB OTG"|"6000"|"90 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"200, 50"|"True"|"3"|"32"|"No"|"True"|"No"|"8K@30fps, 4K@30/60/120fps, 1080p, gyro-EIS, 10-bit HDR"|"Rp 18.899.000"
"18"|"Vivo"|"Android 2024"|"V40"|"3G, 4G, 5G"|"Glass front, plastic frame, glass back"|"2"|"AMOLED"|"6.78"|"2800 x 1260"|"Android 14, Funtouch 14"|"Qualcomm, Snapdragon 7 Gen 3, Octa"|"Adreno 720"|"8 GB"|"256 GB"|"True"|"Type-C, USB OTG"|"5500"|"80 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"50"|"True"|"2"|"50"|"No"|"True"|"No"|"4K@30fps, 1080p@30fps, gyro-EIS, OIS"|"Rp 6.496.000"
"19"|"Vivo"|"Android 2024"|"V40"|"3G, 4G, 5G"|"Glass front, plastic frame, glass back"|"2"|"AMOLED"|"6.78"|"2800 x 1260"|"Android 14, Funtouch 14"|"Qualcomm, Snapdragon 7 Gen 3, Octa"|"Adreno 720"|"12 GB"|"512 GB"|"True"|"Type-C, USB OTG"|"5500"|"80 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"50"|"True"|"2"|"50"|"No"|"True"|"No"|"4K@30fps, 1080p@30fps, gyro-EIS, OIS"|"Rp 7.949.000"
"20"|"Vivo"|"Android 2024"|"Y03T"|"3G, 4G"|"Glass front, plastic frame, plastic back"|"2"|"IPS LCD"|"6.56"|"1612 x 720"|"Android 14, Funtouch 14"|"Unisoc, T612, Octa"|"Mali-G57 MP1"|"4 GB"|"32 GB"|"No"|"Type-C, USB OTG"|"5000"|"15 W"|"True"|"Accelerometer, Proximity"|"True"|"13"|"0.08"|"True"|"2"|"5"|"No"|"True"|"No"|"1080p@30fps"|"Rp 1.190.000"
"21"|"Vivo"|"Android 2024"|"Y03T"|"3G, 4G"|"Glass front, plastic frame, plastic back"|"2"|"IPS LCD"|"6.56"|"1612 x 720"|"Android 14, Funtouch 14"|"Unisoc, T612, Octa"|"Mali-G57 MP1"|"4 GB"|"64 GB"|"No"|"Type-C, USB OTG"|"5000"|"15 W"|"True"|"Accelerometer, Proximity"|"True"|"13"|"0.08"|"True"|"2"|"5"|"No"|"True"|"No"|"1080p@30fps"|"Rp 1.229.000"
"22"|"Vivo"|"Android 2024"|"V40"|"3G, 4G, 5G"|"Glass front, plastic frame, glass back"|"2"|"AMOLED"|"6.78"|"2800 x 1260"|"Android 14, Funtouch 14"|"Qualcomm, Snapdragon 7 Gen 3, Octa"|"Adreno 720"|"12 GB"|"256 GB"|"True"|"Type-C, USB OTG"|"5500"|"80 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"50"|"True"|"2"|"50"|"No"|"True"|"No"|"4K@30fps, 1080p@30fps, gyro-EIS, OIS"|"Rp 5.749.000"
"23"|"Vivo"|"Android 2024"|"X Fold3 Pro"|"3G, 4G, 5G"|"Carbon fiber hinge"|"2"|"Foldable LTPO AMOLED"|"8.03"|"2480 x 2200"|"Android 14, Funtouch 14"|"Qualcomm, Snapdragon 8 Gen 3, Octa"|"Adreno 750"|"16 GB"|"512 GB"|"True"|"Type-C, USB OTG"|"5700"|"100 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass, Barometer"|"No"|"50"|"64"|"True"|"3"|"32"|"No"|"True"|"No"|"8K@30fps, 4K@30/60fps, 1080p@30/60fps, gyro-EIS, Cinematic mode (4K)"|"Rp 25.049.000"
"24"|"Vivo"|"Android 2024"|"X100 5G"|"3G, 4G, 5G"|"Glass front, glass back"|"2"|"AMOLED"|"6.78"|"2800 x 1260"|"Android 14, Funtouch OS 14"|"MediaTek, Dimensity 9300, Octa"|"Immortalis-G720 MC12"|"12 GB"|"256 GB"|"True"|"Type-C, USB OTG"|"5000"|"120 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"64, 50"|"True"|"3"|"32"|"No"|"True"|"No"|"4K, 1080p, gyro-EIS, Cinematic mode (1080p)"|"Rp 10.925.000"
"25"|"Vivo"|"Android 2024"|"X100 Pro"|"3G, 4G, 5G"|"Glass front, aluminum frame, glass back"|"2"|"AMOLED"|"6.78"|"2800 x 1260"|"Android 14, Funtouch 14"|"MediaTek, Dimensity 9300, Octa"|"Immortalis-G720 MC12"|"16 GB"|"512 GB"|"True"|"Type-C, USB OTG"|"5400"|"100 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"50, 50"|"True"|"3"|"32"|"No"|"True"|"No"|"8K@30fps, 4K@30/60fps, 1080p, gyro-EIS, Cinematic mode (4K)"|"Rp 16.500.000"
"26"|"Vivo"|"Android 2024"|"Y18"|"3G, 4G"|"Glass front, plastic frame, plastic back"|"2"|"IPS LCD"|"6.56"|"1612 x 720"|"Android 14, Funtouch 14"|"MediaTek, Helio G85, Octa"|"Mali-G52 MC2"|"6 GB"|"128 GB"|"True"|"Type-C, USB OTG"|"5000"|"15 W"|"True"|"Fingerprint, Accelerometer, Proximity, Compass"|"True"|"50"|"0.08"|"No"|"2"|"8"|"No"|"True"|"No"|"1080p@30fps"|"Rp 1.499.000"
"27"|"Vivo"|"Android 2024"|"Y18"|"3G, 4G"|"Glass front, plastic frame, plastic back"|"2"|"IPS LCD"|"6.56"|"1612 x 720"|"Android 14, Funtouch 14"|"MediaTek, Helio G85, Octa"|"Mali-G52 MC2"|"4 GB"|"64 GB"|"True"|"Type-C, USB OTG"|"5000"|"15 W"|"True"|"Fingerprint, Accelerometer, Proximity, Compass"|"True"|"50"|"0.08"|"No"|"2"|"8"|"No"|"True"|"No"|"1080p@30fps"|"Rp 1.295.000"
"28"|"Vivo"|"Android 2024"|"Y18"|"3G, 4G"|"Glass front, plastic frame, plastic back"|"2"|"IPS LCD"|"6.56"|"1612 x 720"|"Android 14, Funtouch 14"|"MediaTek, Helio G85, Octa"|"Mali-G52 MC2"|"4 GB"|"128 GB"|"True"|"Type-C, USB OTG"|"5000"|"15 W"|"True"|"Fingerprint, Accelerometer, Proximity, Compass"|"True"|"50"|"0.08"|"No"|"2"|"8"|"No"|"True"|"No"|"1080p@30fps"|"Rp 1.449.000"
"29"|"Vivo"|"Android 2024"|"V30e"|"3G, 4G, 5G"|"Glass front, plastic frame"|"2"|"AMOLED"|"6.78"|"2400 x 1080"|"Android 14, Funtouch 14"|"Qualcomm, Snapdragon 6 Gen 1, Octa"|"Adreno 710"|"8 GB"|"256 GB"|"No"|"Type-C, USB OTG"|"5500"|"44 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"8"|"True"|"2"|"50"|"No"|"True"|"No"|"4K@30fps, 1080p@30fps"|"Rp 3.640.000"
"30"|"Vivo"|"Android 2024"|"V30e"|"3G, 4G, 5G"|"Glass front, plastic frame"|"2"|"AMOLED"|"6.78"|"2400 x 1080"|"Android 14, Funtouch 14"|"Qualcomm, Snapdragon 6 Gen 1, Octa"|"Adreno 710"|"8 GB"|"128 GB"|"No"|"Type-C, USB OTG"|"5500"|"44 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"8"|"True"|"2"|"50"|"No"|"True"|"No"|"4K@30fps, 1080p@30fps"|"Rp 3.590.000"
"35"|"Vivo"|"Android 2024"|"V30"|"3G, 4G, 5G"|"Glass front, plastic frame, glass back"|"2"|"AMOLED"|"6.78"|"2800 x 1260"|"Android 14, Funtouch 14"|"Qualcomm, Snapdragon 7 Gen 3, Octa"|"Adreno 720"|"8 GB"|"256 GB"|"True"|"Type-C, USB OTG"|"5000"|"80 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"50, 2"|"True"|"3"|"50"|"No"|"True"|"True"|"4K@30fps, 1080p@30fps, gyro-EIS"|"Rp 4.689.000"
"36"|"Vivo"|"Android 2024"|"V30"|"3G, 4G, 5G"|"Glass front, plastic frame, glass back"|"2"|"AMOLED"|"6.78"|"2800 x 1260"|"Android 14, Funtouch 14"|"Qualcomm, Snapdragon 7 Gen 3, Octa"|"Adreno 720"|"12 GB"|"512 GB"|"True"|"Type-C, USB OTG"|"5000"|"80 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"50, 2"|"True"|"3"|"50"|"No"|"True"|"True"|"4K@30fps, 1080p@30fps, gyro-EIS"|"Rp 5.809.170"
"37"|"Vivo"|"Android 2024"|"V30 Pro"|"3G, 4G, 5G"|"Glass front (Schott α), glass back, plastic frame"|"2"|"AMOLED"|"6.78"|"2800 x 1260"|"Android 14, Funtouch 14"|"MediaTek, Dimensity 8200, Octa"|"Mali-G610 MC6"|"12 GB"|"512 GB"|"True"|"Type-C, USB OTG"|"5000"|"80 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"50, 50"|"True"|"3"|"50"|"No"|"True"|"True"|"4K@30fps, 1080p@30fps"|"Rp 6.999.000"
"38"|"Vivo"|"Android 2024"|"Y100 5G"|"3G, 4G, 5G"|"Glass front, glass back"|"2"|"AMOLED"|"6.67"|"2400 x 1080"|"Android 14, Funtouch 14"|"Qualcomm, Snapdragon 4 Gen 2, Octa"|"Adreno 613"|"8 GB"|"128 GB"|"True"|"Type-C, USB OTG"|"5000"|"80 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"True"|"50"|"8, 2"|"True"|"3"|"8"|"No"|"True"|"No"|"4K@30fps, 1080p@30fps"|"Rp 2.950.000"
"39"|"Vivo"|"Android 2024"|"Y100 5G"|"3G, 4G, 5G"|"Glass front, glass back"|"2"|"AMOLED"|"6.67"|"2400 x 1080"|"Android 14, Funtouch 14"|"Qualcomm, Snapdragon 4 Gen 2, Octa"|"Adreno 613"|"8 GB"|"256 GB"|"True"|"Type-C, USB OTG"|"5000"|"80 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"True"|"50"|"8, 2"|"True"|"3"|"8"|"No"|"True"|"No"|"4K@30fps, 1080p@30fps"|"Rp 3.149.000"
"40"|"Vivo"|"Android 2024"|"Y28"|"3G, 4G, 5G"|"Glass front, plastic frame, plastic back"|"2"|"IPS LCD"|"6.68"|"1612 x 720"|"Android 14, Funtouch OS 14"|"MediaTek, Helio G85, Octa"|"Mali-G52 MC2"|"6 GB"|"128 GB"|"True"|"Type-C, USB OTG"|"6000"|"15 W"|"True"|"Fingerprint, Accelerometer, Proximity, Compass"|"True"|"50"|"2"|"True"|"2"|"8"|"True"|"True"|"No"|"1080p@30fps"|"Rp 1.969.000"
"41"|"OPPO"|"Android 2024"|"Find X8"|"3G, 4G, 5G"|"Glass front (Gorilla Glass Victus 2), glass back, aluminum frame"|"2"|"AMOLED"|"6.59"|"2760 x 1256"|"Android 15, ColorOS 15"|"MediaTek, Dimensity 9400, Octa"|"Immortalis-G925"|"12 GB"|"256 GB"|"True"|"Type-C, USB OTG"|"5630"|"80 W"|"True"|"Color spectrum, Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"50, 50"|"True"|"3"|"32"|"No"|"True"|"No"|"4K@30/60fps, 1080p@30/60/240fps; gyro-EIS; HDR, 10‑bit video, Dolby Vision"|"Rp 13.950.000"
"42"|"OPPO"|"Android 2024"|"Find X8 Pro"|"3G, 4G, 5G"|"Glass front (Gorilla Glass Victus 2), glass back, aluminum frame"|"2"|"LTPO AMOLED"|"6.78"|"2780 x 1264"|"Android 15, ColorOS 15"|"MediaTek, Dimensity 9400, Octa"|"Immortalis-G925"|"16 GB"|"512 GB"|"True"|"Type-C, USB OTG"|"5910"|"80 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass, Color spectrum"|"No"|"50"|"50, 50, 50"|"True"|"4"|"32"|"No"|"True"|"No"|"4K@30/60fps, 1080p@30/60/240fps; gyro-EIS; HDR, 10‑bit video, Dolby Vision"|"Rp 17.349.000"
"43"|"OPPO"|"Android 2024"|"Find X8"|"3G, 4G, 5G"|"Glass front (Gorilla Glass Victus 2), glass back, aluminum frame"|"2"|"AMOLED"|"6.59"|"2760 x 1256"|"Android 15, ColorOS 15"|"MediaTek, Dimensity 9400, Octa"|"Immortalis-G925"|"16 GB"|"512 GB"|"True"|"Type-C, USB OTG"|"5630"|"80 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass, Color spectrum"|"No"|"50"|"50, 50"|"True"|"3"|"32"|"No"|"True"|"No"|"4K@30/60fps, 1080p@30/60/240fps; gyro-EIS; HDR, 10‑bit video, Dolby Vision"|"Rp 15.839.010"
"49"|"OPPO"|"Android 2024"|"Reno12 5G"|"3G, 4G, 5G"|"Glass front (Gorilla Glass 7i), plastic frame, plastic back"|"2"|"AMOLED"|"6.7"|"2412 x 1080"|"Android 14, ColorOS 14.1"|"MediaTek, Dimensity 7300-Energy, Octa"|"Arm Mali-G615"|"12 GB"|"512 GB"|"True"|"Type-C, USB OTG"|"5000"|"80 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"8, 2"|"True"|"3"|"32"|"No"|"True"|"No"|"4K@30fps, 1080p@30/60/120/480fps, 720p@960fps, gyro-EIS, OIS, HDR"|"Rp 7.499.000"
"50"|"OPPO"|"Android 2024"|"Reno12 Pro"|"3G, 4G, 5G"|"Glass front (Gorilla Glass Victus 2), plastic frame, plastic back"|"2"|"AMOLED"|"6.7"|"2412 x 1080"|"Android 14, ColorOS 14.1"|"MediaTek, Dimensity 7300-Energy, Octa"|"Arm Mali-G615"|"12 GB"|"512 GB"|"True"|"Type-C, USB OTG"|"5000"|"80 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"50, 8"|"True"|"3"|"50"|"No"|"True"|"No"|"4K@30fps, 1080p@30/60/120/480fps, 720p@960fps, gyro-EIS, OIS, HDR"|"Rp 8.065.000"
"51"|"OPPO"|"Android 2024"|"Reno12 5G"|"3G, 4G, 5G"|"Glass front (Gorilla Glass 7i), plastic frame, plastic back"|"2"|"AMOLED"|"6.7"|"2412 x 1080"|"Android 14, ColorOS 14.1"|"MediaTek, Dimensity 7300 Energy, Octa"|"Arm Mali-G615"|"12 GB"|"256 GB"|"True"|"Type-C, USB OTG"|"5000"|"80 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"8, 2"|"True"|"3"|"32"|"No"|"True"|"No"|"4K@30fps, 1080p@30/60/120/480fps, 720p@960fps, gyro-EIS, OIS, HDR"|"Rp 6.150.000"
"61"|"Samsung"|"Android 2024"|"Galaxy A16"|"3G, 4G"|"Glass front, plastic back, plastic frame"|"2"|"Super AMOLED"|"6.7"|"2340 x 1080"|"Android 14, One UI 6.1"|"MediaTek, Helio G99, Octa"|"Mali-G57 MC2"|"8 GB"|"128 GB"|"True"|"Type-C"|"5000"|"25 W"|"True"|"Fingerprint, Accelerometer, Gyroscope, Proximity, Compass"|"No"|"50"|"5, 2"|"True"|"3"|"13"|"No"|"True"|"No"|"1080p@30fps"|"Rp 2.819.000"
